CHR,BP,P,SNP,ZSCORE,EFFECTSIZE,GENE,DISTANCE
1,18151009,0.6787829042878,rs12408792,0.4141,0.0585,ACTL8,124865
1,18352745,0.950875770999119,rs9661646,0.0616,0.0136,IGSF21,0
1,18516164,0.614662252599373,rs6663855,0.5034,0.0859,IGSF21,0
1,18532228,0.987512246472761,rs552749,0.0157,-0.1108,IGSF21,0
1,18588865,0.617948891362175,rs7538442,0.4988,0.0406,IGSF21,11303
1,18642162,0.149635987589136,rs12408368,1.4408,0.2632,KLHDC7A,37848
1,18677915,0.442285277182236,rs11261017,0.7683,0.0521,KLHDC7A,2095
1,18711255,0.176947827683762,rs2816063,1.3502,0.0623,KLHDC7A,26189
1,18826642,0.131426398409531,rs766017,1.5085,-0.1249,PAX7,3444
1,19312941,0.292751039145514,rs6672298,1.0521,0.041,UBR4,0
1,19549675,0.571217105956748,rs214331,0.5663,0.0388,CAPZB,0
1,19890664,0.127095649251714,rs11582254,1.5257,0.1424,TMCO4,0
1,19973621,0.493790575768799,rs6426826,0.6843,0.0116,TMCO4,0
1,20129938,0.415624314686283,rs12059920,0.814,-0.081,PLA2G2E,7242
1,20187999,0.916941058821976,rs6676409,0.1043,0.1763,PLA2G2A,8504
1,20269320,0.45265890751034,rs3806313,0.751,-0.1281,PLA2G5,0
1,20557292,0.518079672241583,rs230175,0.6463,-0.0821,BC040588,2892
1,20732414,0.102633313043043,rs657009,1.6322,-0.0544,FAM43B,19104
1,20856450,0.359841320896521,rs10799657,0.9157,-0.0505,DDOST,0
1,21048442,0.631107900757343,rs7525082,0.4802,0.0969,EIF4G3,0
1,21052837,0.0308036676142365,rs7543140,2.1596,0.1877,EIF4G3,0
1,21072351,0.0540948978159577,rs10737452,1.9261,0.2312,EIF4G3,0
1,21414322,0.0813315154518932,rs7539288,1.743,-0.0854,ECE1,2004
1,21886358,0.139468679204583,rs10493008,1.4778,-0.0444,USP48,0
1,22050465,0.394436859060079,rs12750012,0.8516,-0.0866,HSPG2,0
1,22088866,0.566381960641593,rs3767141,0.5734,-0.0194,HSPG2,0
1,22302656,0.346719443565235,rs2143103,0.941,0.0478,CDC42,10634
1,22360087,0.743677847785875,rs1569580,0.327,-0.0154,WNT4,17982
1,22464043,0.485166074475273,rs2505714,0.698,0.0079,WNT4,121938
1,23708951,0.915243509924039,rs2075993,0.1064,-0.1575,E2F2,0
1,24456039,0.254460475873202,rs11249058,1.1396,0.2353,DQ595936,2594
1,24487486,0.402526353020221,rs6682923,0.8371,-0.0372,DQ595936,34041
1,24540010,0.304393112426624,rs12568609,1.0271,-0.1852,GRHL3,0
1,24855965,0.274328209459782,rs16829898,1.0931,-0.1121,SRRM1,0
1,24887396,0.83076901640743,rs12068506,0.2137,-0.0351,SRRM1,15038
1,25000710,0.786407539388165,rs10732912,0.271,-0.0404,CLIC4,0
1,25093128,0.39560777368024,rs9438856,0.8495,-0.0036,RUNX3,5460
1,25771752,0.282482707407326,rs11806326,1.0748,0.0168,LDLRAP1,3789
1,25819346,0.111375215929002,rs3767923,1.592,0.0326,MAN1C1,0
1,25886611,0.786066701635718,rs2786864,0.2714,0.0396,MAN1C1,0
1,25970937,0.0667803019750863,rs807263,1.8331,0.0302,MAN1C1,0
1,26013160,0.116264863405377,rs2294228,1.5706,0.0537,SEPN1,0
1,26114042,0.698085757438093,rs807060,0.3879,-0.0327,STMN1,8812
1,26389432,0.0968044640030712,rs4659411,1.6605,0.0597,CATSPER4,273
1,26450820,0.770484688458964,rs17257176,0.2917,-0.0162,CCDC21,0
1,26545807,0.355035340879112,rs11247926,0.9249,0.0516,BC139743,0
1,27050494,0.955338205210865,rs17162316,0.056,-0.0937,ZDHHC18,0
1,27079199,0.42522450350225,rs17162324,0.7974,0.1536,GPN2,0
1,27273305,0.000997377559542656,rs12130845,3.2913,0.067,SLC9A1,24588
1,27385122,0.121634006733075,rs12037874,1.548,-0.2256,SLC9A1,31135
1,28150256,0.733074417570606,rs5027651,0.341,0.0579,SMPDL3B,0
1,28322875,0.196733005810529,rs11806397,1.2909,-0.0346,PTAFR,25573
1,28532283,0.403940671123564,rs10794514,0.8346,-0.1479,MED18,0
1,28674431,0.288025375455618,rs35558733,1.0625,0.1188,PHACTR4,0
1,28877333,0.24668260733597,rs12746205,1.1584,-0.133,GMEB1,0
1,29382419,0.447847426868975,rs2452789,0.759,-0.1219,SFRS4,1472
1,29446950,0.0772898932918906,rs1565714,1.7666,0.1448,PTPRU,0
1,29676041,0.58060166076757,rs6701048,0.5525,-0.0542,PTPRU,150139
1,29959696,0.719668873818591,rs4949265,0.3589,0.0893,BC042538,299690
1,30697872,0.682999351061881,rs628347,0.4084,0.0645,MATN1,260710
1,30869567,0.0660983570851386,rs12137409,1.8378,0.125,MATN1,89015
1,31557258,0.846527090761811,rs10914350,0.1936,0.0625,ZCCHC17,0
1,31568047,0.154377902392298,rs11576621,1.4242,0.1969,ZCCHC17,0
1,31877779,0.279119376791641,rs7529064,1.0823,0.048,PEF1,0
1,33252951,0.613800408551469,rs9970553,0.5047,-0.0892,BC036308,0
1,33591001,0.22266379580833,rs4652856,1.2195,0.1052,PHC2,0
1,33645562,0.0271496651694179,rs7514303,2.2094,0.0487,PHC2,31782
1,34052113,0.913888914976269,rs16835937,0.1081,-0.0669,CSMD2,0
1,34067294,0.45489499438554,rs911213,0.7473,0.0068,CSMD2,0
1,34448836,0.340189976617694,rs12723372,0.9538,-0.0513,C1orf94,0
1,34551324,0.92117332178168,rs10753306,0.099,-0.0732,C1orf94,94007
1,34613139,0.909561777021736,rs705202,0.1136,-0.0054,C1orf94,155822
1,34710719,0.47117731301114,rs10914956,0.7206,0.2072,C1orf94,253402
1,35024322,0.412507780361921,rs9118,0.8195,-0.1006,GJB3,0
1,35079081,0.352342784637585,rs12074386,0.9301,-0.1102,C1orf212,12629
1,35349548,0.865443980786949,rs2935954,0.1694,0.0417,ZMYM1,0
1,36132256,0.129930749069899,rs2296470,1.5144,0.0484,EIF2C1,0
1,36221891,0.265417903428897,rs630364,1.1137,-0.068,EIF2C3,0
1,36230662,0.208690645638853,rs645123,1.2572,0.0173,EIF2C3,0
1,36388133,0.831523759057745,rs2231305,0.2127,0.0915,TRAPPC3,480
1,36528222,0.698014193912968,rs4653173,0.388,-0.0134,THRAP3,0
1,36761728,0.648834977066144,rs7530656,0.4554,0.0939,CSF3R,40633
1,37172561,0.464775598607957,rs1334799,0.731,0.1135,GRIK3,0
1,37466575,0.469691784353927,rs6700777,0.723,0.0881,GRIK3,194145
1,37503137,0.812955286120996,rs12037190,0.2366,0.008,ZC3H12A,209568
1,37790721,0.503743378911167,rs12144401,0.6686,-0.104,SNIP1,0
1,37814288,0.66882970626466,rs4652960,0.4278,0.0055,GNL2,0
1,37850887,0.0177346940618008,rs4652964,2.3711,-0.0272,RSPO1,0
1,38121987,0.856786503689364,rs12728438,0.1805,-0.0677,INPP5B,0
1,38359758,0.78195758908987,rs1466424,0.2768,0.1888,POU3F1,74722
1,38521721,0.564796909457073,rs16824833,0.5757,0.0588,POU3F1,236685
1,38692010,0.0747936856932938,rs2252153,1.7817,0.1586,RRAGC,385595
1,38713051,0.812651362270117,rs2244275,0.237,-0.1223,RRAGC,364554
1,38733624,0.672528420807794,rs2992443,0.4227,-0.0655,RRAGC,343981
1,38818787,0.278821748914197,rs12048178,1.083,-0.0368,RRAGC,258818
1,38987750,0.224426000379026,rs1412912,1.2148,0.1188,RRAGC,89855
1,39343798,0.896211030427366,rs13374459,0.1304,0.0517,NDUFS5,70925
1,39694890,0.511467482196167,rs783841,0.6566,0.1647,MACF1,0
1,39807769,0.538238320499659,rs9438926,0.6155,-0.1673,PABPC4,0
1,39967490,0.996361290570349,rs539853,0.0046,-0.093,PPIE,9626
1,40098351,0.704976177075878,rs10489534,0.3786,-0.0426,TRIT1,0
1,40276312,0.660827530082315,rs12402428,0.4388,0.1427,CAP1,2529
1,40477847,0.97988788317889,rs34123123,0.0252,0.1162,RLF,0
1,40698138,0.982892451109365,rs2036198,0.0214,-0.0262,ZNF643,0
1,40830157,0.0855287490412593,rs16827403,1.7195,-0.1748,RIMS3,28781
1,41210004,0.408401497174054,rs10789262,0.8267,-0.1648,CTPS,7589
1,41349197,0.534356009680778,rs11805536,0.6214,0.05,SCMH1,0
1,41566990,0.919234133791178,rs17362424,0.1014,-0.0112,EDN2,150042
1,41570170,0.946607880992815,rs12040046,0.067,-0.151,EDN2,146862
1,41705167,0.515951933804899,rs2810579,0.6496,0.3187,EDN2,11865
1,41817604,0.786581804743037,rs12564769,0.2708,-0.0943,HIVEP3,0
1,41849502,0.312504031928256,rs7515066,1.01,0.0536,HIVEP3,0
1,41858024,0.122123457258567,rs16828495,1.5459,-0.1677,HIVEP3,0
1,42521318,0.0243575279600918,rs3754280,2.2514,-0.0084,FOXJ3,0
1,42986197,0.608473692787811,rs7552138,0.5123,0.0765,LEPRE1,0
1,43291888,0.00287746521644294,rs16866254,2.9805,0.0673,AK309744,66517
1,43468667,0.923553247237578,rs522909,0.096,-0.0788,WDR65,19532
1,43470555,0.137408755254,rs3120045,1.4855,-0.0287,WDR65,21420
1,43518416,0.618921837536618,rs12731885,0.4974,-0.1015,C1orf210,1727
1,43568494,0.790169104235247,rs12096699,0.2661,0.0212,TIE1,7129
1,43575809,0.274438126944005,rs710252,1.0929,0.0886,MPL,252
2,141529686,0.227812635479495,rs16845233,1.206,0.1481,LRP1B,0
2,141577467,0.0940145584754646,rs1882640,1.6746,0.1321,LRP1B,0
2,141750145,0.63947000191547,rs17529995,0.4684,0.0733,LRP1B,0
2,142378208,0.94627114571631,rs7589315,0.0674,-0.0341,LRP1B,0
2,142386012,0.629994734656066,rs916468,0.4817,-0.0928,LRP1B,0
2,143069481,0.555547311669216,rs6716330,0.5895,0.0994,KYNU,282183
2,143214154,0.920556672848761,rs16857973,0.0997,0.044,KYNU,137510
2,143311146,0.750649905763566,rs12470820,0.3178,0.028,KYNU,40518
2,143421887,0.551066209562123,rs164735,0.5962,-0.0086,KYNU,0
2,143532832,0.448662662878633,rs354689,0.7576,-0.0548,KYNU,16478
2,144247607,0.318622873164713,rs13021341,0.9973,0.0736,ARHGAP15,5217
2,144388612,0.598367189057171,rs787146,0.5268,-0.0036,GTDC1,31438
2,145489352,0.338065120857209,rs17408223,0.958,-0.1664,BC043549,0
2,145835488,0.76505881221965,rs1533426,0.2988,0.1413,BC040861,208950
2,145862922,0.934068252332509,rs34338764,0.0827,-0.0509,BC040861,236384
2,146019218,0.22438226104714,rs4662245,1.215,0.0244,BC040861,392680
2,146098706,0.189399732742459,rs2381750,1.3124,-0.086,BC040861,472168
2,146492394,0.563662094762549,rs1022310,0.5774,0.033,LOC728773,569087
2,146578285,0.241500959731638,rs2101608,1.1712,-0.0738,LOC728773,483196
2,146651115,0.739096070174128,rs17734682,0.3331,0.0169,LOC728773,410366
2,147466645,0.0257952464744449,rs1515263,2.2293,0.0875,LOC728773,402526
2,147518397,0.675391198368743,rs16826788,0.4188,-0.113,LOC728773,454278
2,148003503,0.0929262582212687,rs1438873,1.6802,0.0242,ACVR2A,315536
2,148124997,0.968078579753637,rs10207482,0.04,0.07,ACVR2A,194042
2,148319973,0.536222469294444,rs10221552,0.6185,-0.1357,ACVR2A,0
2,148616618,0.600426616379991,rs10928377,0.5238,0.0412,ORC4L,121013
2,148831902,0.659007261972874,rs10497033,0.4413,0.0353,MBD5,100339
2,149667719,0.309124979423359,rs7576022,1.0171,0.0666,LYPD6B,0
2,150240899,0.144148548366502,rs6747199,1.4605,0.1003,MMADHC,88383
2,150314779,0.562081425916404,rs1526289,0.5798,0.0608,MMADHC,162263
2,150424314,0.430820434354246,rs4076890,0.7878,0.0274,MMADHC,271798
2,150686236,0.729383510770276,rs494023,0.3459,-0.1652,RND3,346718
2,151064190,0.127794123021886,rs13012155,1.5229,-0.0977,RND3,11765
2,151137277,0.284153565764427,rs716730,1.071,-0.0822,RND3,84852
2,151462848,0.553834223421291,rs16828865,0.592,-0.076,RBM43,351307
2,151606773,0.77372831851244,rs7565410,0.2875,-0.184,RBM43,207382
2,151648335,0.160220684017986,rs12692951,1.4043,0.0813,RBM43,165820
2,151680029,0.904384673805907,rs7584360,0.1201,0.0413,RBM43,134126
2,151757637,0.499756928533316,rs289879,0.6749,0.0884,RBM43,56518
2,152405709,0.513470660895109,rs3754533,0.6534,0.1132,CACNB4,0
2,152449971,0.658990406896919,rs1401780,0.4413,-0.0415,CACNB4,0
2,152635076,0.51607716945,rs6741737,0.6494,-0.0809,CACNB4,0
2,152916879,0.863350729923695,rs12468749,0.1721,-0.0282,FMNL2,0
2,153123416,0.428513905033469,rs6705427,0.7917,-0.0426,FMNL2,0
2,153171828,0.336479379795492,rs17328272,0.9611,-0.0387,FMNL2,0
2,153204219,0.479132483946159,rs3811568,0.7077,-0.0236,FMNL2,0
2,154122385,0.75881723780185,rs4664688,0.307,0.1047,RPRM,78818
2,154168010,0.363853017566726,rs10221879,0.908,-0.1603,RPRM,124443
2,154439301,0.58782081771642,rs10221630,0.542,-0.0983,GALNT13,0
2,154447035,0.990042011952028,rs13034476,0.0125,-0.139,GALNT13,0
2,154481775,0.824396168580279,rs10183557,0.2219,-0.0248,GALNT13,0
2,154620535,0.855439624749124,rs10490537,0.1822,0.1175,GALNT13,0
2,154887577,0.131631905212998,rs13393190,1.5077,-0.1125,GALNT13,0
2,154890254,0.471344705671072,rs16836508,0.7203,-0.021,GALNT13,0
2,154981075,0.289316465612501,rs1012721,1.0596,0.0972,GALNT13,0
2,154987283,0.179830596083775,rs707057,1.3413,0.0458,GALNT13,0
2,155256805,0.469587863655761,rs3111037,0.7231,0.1645,KCNJ3,6533
2,155859634,0.941646995255724,rs1948731,0.0732,-0.039,KCNJ3,438375
2,156075730,0.828382812207565,rs13030468,0.2168,0.0715,BC032407,509562
2,156294814,0.340434462064877,rs1980211,0.9533,-0.0676,BC032407,290478
2,156601851,0.588608586462215,rs1918173,0.5409,-0.2238,BC032407,0
2,156716949,0.192394216079265,rs11682846,1.3035,0.029,BC032407,0
2,157237900,0.0109410830773413,rs7602743,2.5446,0.1657,GPD2,86740
2,157639839,0.534890423296019,rs1481379,0.6206,0.1132,GALNT5,182746
2,158250473,0.819929667748511,rs1220113,0.2276,-0.0713,ACVR1,50731
2,158263853,0.731417377945036,rs1220141,0.3432,-0.2152,ACVR1,37351
2,158509720,0.900112051516771,rs7574848,0.1255,-0.0868,UPP2,50216
2,158517053,0.709399112733081,rs13405535,0.3727,0.1291,UPP2,42883
2,158794281,0.382478278595954,rs2204088,0.8733,-0.0766,CCDC148,0
2,159101203,0.916459224652499,rs11686340,0.1049,0.0117,PKP4,0
2,159279386,0.108166376827285,rs2528621,1.6065,0.0092,AK126351,0
2,159361967,0.0361016234382987,rs12996550,2.0958,-0.2883,DAPL1,0
2,159375977,0.202191225485876,rs908402,1.2753,0.0212,DAPL1,0
2,159398076,0.309329361189157,rs2356510,1.0166,-0.0122,DAPL1,17335
2,159733535,0.042067036498338,rs13417560,2.0329,0.0585,TANC1,0
2,159782427,0.280157480156049,rs2288107,1.08,-0.0107,TANC1,0
2,159849314,0.556364543968812,rs714156,0.5882,0.0751,WDSUB1,0
2,160096382,0.330609953729436,rs16844084,0.9729,0.1126,BAZ2B,0
2,160136369,0.194809638895094,rs1425039,1.2965,-0.1147,BAZ2B,0
2,160210450,0.272112897830084,rs6743189,1.0982,-0.1784,CR604974,28612
2,160625308,0.243074209429324,rs4665147,1.1673,-0.0616,PLA2R1,0
2,160844902,0.370855350745842,rs7572970,0.8949,-0.1444,RBMS1,0
2,161194576,0.834273455198854,rs4293574,0.2092,-0.0722,RBMS1,136026
2,161550694,0.045418702531606,rs2048830,2.0008,-0.033,TANK,151017
2,163045895,0.52965944330208,rs888274,0.6285,-0.0454,KCNH7,0
2,163253109,0.652903491165489,rs9807929,0.4497,-0.0131,KCNH7,0
2,163550231,0.63257822394371,rs1834220,0.4781,-0.0767,KCNH7,146746
2,163676415,0.780635996721685,rs2451280,0.2785,-0.0314,KCNH7,272930
2,164189885,0.872351968195289,rs1545205,0.1607,0.1166,FIGN,0
2,164495867,0.468675557523966,rs7574118,0.7246,-0.1015,FIGN,195109
2,164658702,0.366826409706846,rs2675149,0.9024,-0.1884,FIGN,357944
2,164985186,0.00411577662453055,rs2218915,2.8691,-0.0561,GRB14,72382
2,165273794,0.854336257791147,rs3769872,0.1836,-0.0823,COBLL1,0
2,165460253,0.218386097578332,rs16849912,1.2308,0.1106,SLC38A11,2804
2,165848228,0.292500813724473,rs16850311,1.0527,-0.0367,SCN2A,12300
2,165966187,0.533412954537198,rs6705474,0.6228,0.0465,SCN2A,9122
2,166199453,0.586033763596788,rs1869473,0.5446,-0.122,CSRNP3,0
2,166366076,0.473880294710398,rs10803802,0.7162,-0.1156,GALNT3,7028
2,166366832,0.276672516949475,rs6745114,1.0878,-0.1725,GALNT3,7784
2,166618455,0.537975115235895,rs1972445,0.6159,0.0126,SCN1A,0
2,166632718,0.617826613364741,rs1461197,0.4989,0.1191,SCN1A,0
2,166968221,0.744099194183946,rs7605178,0.3264,-0.2005,SCN7A,1563
2,166993236,0.230672576464713,rs12474618,1.1986,0.0422,SCN7A,0
2,167019171,0.756671147886664,rs11680374,0.3099,-0.1363,SCN7A,0
2,167284562,0.689262698637322,rs1509644,0.3999,0.0139,XIRP2,183658
2,167437761,0.474927753210068,rs16852749,0.7145,-0.0512,XIRP2,30459
2,167480539,0.112007050542161,rs1567534,1.5892,-0.2039,XIRP2,0
2,168069347,0.852287877816707,rs1541889,0.1862,0.0777,XIRP2,244841
2,168121044,0.242603511316702,rs1227131,1.1685,0.1036,B3GALT1,262383
2,168160876,0.941529337782413,rs1237905,0.0733,-0.1743,B3GALT1,222551
2,168480820,0.769294355763122,rs1947111,0.2933,0.1233,STK39,37955
2,169238911,0.106569232419133,rs10184648,1.6138,-0.0085,LASS6,0
2,169350867,0.0847243105527014,rs16855872,1.7239,-0.3514,BC035245,0
2,169464843,0.48875440726988,rs13431683,0.6923,0.2512,G6PC2,1152
2,169542195,0.788039169739932,rs2058996,0.2689,0.0219,ABCB11,0
2,169545766,0.974793098168448,rs3770590,0.0316,0.1929,ABCB11,0
2,169565812,0.567555207991973,rs6733156,0.5717,-0.0267,ABCB11,0
2,169925114,0.356654487084597,rs3845732,0.9218,0.0025,LRP2,0
2,170048498,0.449515841668472,rs12612150,0.7562,0.0555,BBS5,0
2,170279140,0.0213900452945381,rs2081729,2.301,-0.0995,KLHL23,0
2,170323014,0.733617886900902,rs6743167,0.3403,-0.1043,KLHL23,6396
2,170327038,0.667014791863039,rs11893799,0.4302,0.0231,KLHL23,10420
2,170572168,0.497418093727902,rs12151718,0.6786,-0.0109,UBR3,0
2,170836342,0.242473358986899,rs1401277,1.1688,-0.1184,MYO3B,0
2,170846860,0.237262380775064,rs10930415,1.1819,0.0315,MYO3B,0
2,170944776,0.614726567873731,rs10497365,0.5033,0.0064,MYO3B,0
2,170992153,0.580566284712404,rs17579981,0.5526,0.096,MYO3B,0
2,171028243,0.338332509854808,rs12477518,0.9575,0.1495,MYO3B,0
2,171110229,0.121713827131316,rs16858711,1.5476,-0.0011,MYO3B,0
2,171138947,0.908832991030067,rs16858769,0.1145,-0.0769,MYO3B,0
2,171286105,0.658655902836472,rs4668302,0.4418,0.0268,AK023515,1859
2,171370615,0.767905053915456,rs34137349,0.2951,-0.0211,LOC285141,6893
2,171613556,0.917877922998741,rs6749884,0.1031,0.0077,TLK1,0
2,171794502,0.65977110946551,rs10200190,0.4402,0.0756,TLK1,69297
2,172127511,0.911241298541427,rs10490602,0.1115,-0.0318,CYBRD1,4623
2,172523756,0.69983797846362,rs6757680,0.3855,0.0844,HAT1,0
2,172717152,0.867664390942082,rs17218404,0.1666,0.205,DLX2,41429
2,172858481,0.573336143512279,rs4316910,0.5631,-0.205,ITGA6,142078
2,172948393,0.492318389937282,rs6736756,0.6866,0.027,ITGA6,52166
2,172983410,0.0382962236180902,rs4972828,2.0717,-0.1198,ITGA6,17149
2,173067704,0.241532387211919,rs10195845,1.1712,-0.0057,ITGA6,0
2,173099713,0.970886464230716,rs13411765,0.0365,0.1801,ITGA6,20287
2,173316447,0.185446908464655,rs10193942,1.3242,0.1142,RAPGEF4,0
2,173336101,0.914758699946105,rs10188856,0.107,0.193,RAPGEF4,0
2,173488021,0.0728092978242785,rs2553011,1.794,0.2407,RAPGEF4,0
2,173562433,0.55140300351195,rs1986155,0.5957,-0.1224,RAPGEF4,0
2,173782653,0.869195645209402,rs2289396,0.1647,0.1592,ZAK,0
2,173847151,0.00407876120880246,rs12476110,2.872,-0.0146,BC040565,0
2,173929263,0.013205751311034,rs4972554,2.4782,-0.0956,CDCA7,0
2,174495742,0.00440642843022943,rs10173522,2.8475,-0.012,SP3,0
2,174918137,0.375511139864102,rs11675953,0.8862,0.0781,CIR,2986
2,175508468,0.284916208591312,rs1193625,1.0693,-0.1169,CHN1,0
2,175670910,0.481071424204856,rs2072538,0.7046,0.1876,ATF2,0
2,176443974,0.73169908602722,rs7579376,0.3429,0.0344,KIAA1715,54681
